Incident_ID,Weapon_Type,City,State
20200924CAWAC,Multiple Rifles,Ceres,CA
20200923PAWIW,Handgun,Warminster,PA
20200923FLHIJ,Other,Jacksonville,FL
20200921CAPLP,Rifle,Pleasant Hill,CA
20200915UTVIB,Shotgun,Bountiful,UT
20200915SCYOR,Other,Rock Hill,SC
20200909PAWEW,Handgun,West Bradford Township,PA
20200830TXLOD,Handgun,Dallas,TX
20200825MOWEC,Handgun,Columbia,MO
20200817MIABG,Handgun,Grand Rapids,MI
20200804PAKEP,Handgun,Pittsburg,PA
20200729ILCOC,Handgun,Collinsville,IL
20200727AZCAO,Handgun,Oro Valley,AZ
20200721SCBRO,Handgun,Orangeburg,SC
20200714MIWID,Handgun,Detroit,MI
20200704INLAM,Handgun,Michigan City,IN
20200701ILFRP,Handgun,Prospect Heights,IL
20200630OHLAW,Rifle,West Chester Township,OH
20200616FLTOM,unknown,Miami,FL
20200603IAGAD,unknown,Davenport,IA
20200527OHLUC,Handgun,Cleveland,OH
20200525ALORM,Handgun,Mobile,AL
20200522OHMIC,unknown,Cleveland,OH
20200519VAWEM,Handgun,Manassas,VA
20200515NCSTC,Handgun,Cramerton,NC
20200505CAGOV,unknown,Visalia,CA
20200419NCABR,Handgun,Raleigh,NC
20200413NEMOO,Handgun,Omaha,NE
20200330GANAS,Handgun,Stonecrest,GA
20200324LAROM,Handgun,Monroe,LA
20200318LABOS,Handgun,Shreveport,LA
20200315TXATH,Handgun,Humble,TX
20200313TNPIR,Handgun,Rockwood,TN
20200310PASHN,unknown,New Castle,PA
20200305FLSAW,Handgun,Weston,FL
20200302TXNOF,Handgun,Forney,TX
20200221NMCEA,unknown,Albuquerque,NM
20200215DCDUW,unknown,Washington,DC
20200212MOJOF,Handgun,Ferguson,MO
20200205NHSEC,Handgun,Concord,NH
20200204LABEA,Rifle,Arnaudville,LA
20200203FLGEJ,Handgun,Jacksonville,FL
20200201TXHIH,Handgun,Houston,TX
20200131CADEA,Handgun,Antioch,CA
20200128TXLUL,Handgun,Lufkin,TX
20200128TNWHM,Handgun,Memphis,TN
20200128NYMAQ,Handgun,Queens,NY
20200127WAROY,Handgun,Yakima,WA
20200123CAOXO,Handgun,Oxnard,CA
20200121NEPAL,Other,Lincoln,NE
20200121ILLIC,Handgun,Chicago,IL
20200119TXNOF,Multiple Handguns,Fort Worth,TX
20200117SCCAS,unknown,Summerville,SC
20200117MITHH,Handgun,Howell,MI
20200114TXPOM,Handgun,Mesquite,TX
20200114TXBEH,Handgun,Houston,TX
20200111TXELD,Handgun,Dallas,TX
20200110MSMCJ,Other,Jackson,MS
20200108FLGLB,Handgun,Belle Glade,FL
20200107WASOK,Other,Kennewick,WA
20191228MOMAS,unknown,St. Louis,MO
20191221LAWES,Handgun,St. John the Baptist Parish,LA
20191219FLLEN,unknown,Naples,FL
20191216CTCAN,Handgun,New Haven,CT
20191213VAMAN,Handgun,Norfolk,VA
20191211KSCHT,Other,Topeka,KS
20191211INEVE,Other,Evansville,IN
20191210NJSAJ,unknown,Jersey City,NJ
20191210KSJCK,unknown,Kansas City,KS
20191210ALDED,Handgun,Decatur,AL
20191204NMPIL,Handgun,Las Cruces,NM
20191203WITHM,Other,Madison,WI
20191203WIOSO,Handgun,Oshkosh,WI
20191202WIWAW,Handgun,Waukesha,WI
20191201ALMOM,Handgun,Mountain Brook,AL
20191126WASAV,Handgun,Vancouver,WA
20191125ILCAC,Handgun,Chicago,IL
20191124CASEU,unknown,Union City,CA
20191121ILRIO,Other,Olympia Fields,IL
20191115NJPLP,Handgun,Pleasantville,NJ
20191114CASAS,Handgun,Santa Clarita,CA
20191113CAESL,unknown,Los Angeles,CA
20191111MDACB,Handgun,Baltimore,MD
20191108TXROD,unknown,Dallas,TX
20191108CAEDS,unknown,Stockton,CA
20191029NYNEN,Handgun,New York,NY
20191027MDLAL,Handgun,Laurel,MD
20191022CARIS,Handgun,Santa Rosa,CA
20191018OHWOT,unknown,Toledo,OH
20191018GACRS,Handgun,South Fulton,GA
20191015LAGEN,Handgun,New Orleans,LA
20191011LARAR,Handgun,Rayne,LA
20191009MAGRL,Other,Lowell,MA
20191008TXWEH,unknown,Houston,TX
20191008COSHS,Handgun,Sheridan,CO
20191002GASOA,Handgun,Atlanta,GA
20190927NCZEC,Handgun,Charlotte,NC
20190927CADER,Multiple Handguns,Richmond,CA
20190920PASIP,Handgun,Philadelphia,PA
20190918MNFOC,Handgun,Cloquet,MN
20190916VAPHH,Handgun,Hampton,VA
20190916ILILK,unknown,Kankakee,IL
20190914TXEAF,Handgun,Fort Worth,TX
20190913VAETN,Handgun,Newport News,VA
20190913UTGRW,Handgun,West Valley City,UT
20190912KSMAM,unknown,Manhattan,KS
20190910SCSOA,Handgun,Aiken,SC
20190906PAWEM,unknown,Morrisville,PA
20190906PAMCJ,Handgun,Jeannette,PA
20190906ALCEC,unknown,Center Point,AL
20190902MDNOB,unknown,Baltimore,MD
20190830OHCET,Handgun,Toledo,OH
20190830NCKIK,Handgun,Kingston,NC
20190830ALLAM,Handgun,Mobile,AL
20190827NYROR,Handgun,Roosevelt,NY
20190827CAHOL,unknown,Los Angeles,CA
20190824PAWIP,Handgun,Philadelphia,PA
20190823MOROS,unknown,St. Louis,MO
20190823MOPAS,Handgun,St. Louis,MO
20190823GAPEC,unknown,Conyers,GA
20190820PASAC,Handgun,Carlisle,PA
20190817GALAA,Handgun,Atlanta,GA
20190815TNEAN,Handgun,Nashville,TN
20190809NJWEN,Handgun,Newark,NJ
20190808ALBLM,Handgun,Montgomery,AL
20190719CAMOS,Other,San Diego,CA
20190711CTBUH,unknown,Hartford,CT
20190702AKWIA,Handgun,Anchorage,AK
20190701NYSCN,Handgun,New York,NY
20190629COJAC,Handgun,Colorado Springs,CO
20190621MICAF,Handgun,Flint Township,MI
20190613NJTAW,Handgun,Westfield,NJ
20190612PAJEE,Handgun,Emmaus,PA
20190612DCHEW,Handgun,Washington,DC
20190610ILMEW,Handgun,Waukegan,IL
20190606ILGEC,Handgun,Chicago,IL
20190530DCHEW,Handgun,Washington,DC
20190522OHSAC,Handgun,Columbus,OH
20190517ORPAP,Shotgun,Portland,OR
20190517FLTEJ,Handgun,Jacksonville,FL
20190508ILSEC,Handgun,Chicago,IL
20190507COSTH,Multiple Handguns,Highlands Ranch,CO
20190430VACDW,Handgun,Woodbridge,VA
20190430FLWEW,Handgun,Wesley Chapel,FL
20190426GACRF,Handgun,Fairburn,GA
20190425GAWYS,Handgun,Stone Mountain,GA
20190424ARCOC,Handgun,Concord,AR
20190417ILWAL,Handgun,Lyons,IL
20190410TXROH,unknown,Houston,TX
20190407MAHOL,unknown,Lynn,MA
20190405WISTM,Handgun,Milwaukee,WI
20190403FLSAJ,unknown,Jacksonville,FL
20190403COAUA,Handgun,Aurora,CO
20190401ARPRP,Handgun,Prescott,AR
20190327MSSVH,Handgun,Holmes County,MS
20190327FLMAJ,Other,Jacksonville,FL
20190322ALBLB,Handgun,Blountsville,AL
20190313FLLAO,Handgun,Orlando,FL
20190301KSHIM,Handgun,Mission,KS
20190226ALROM,Handgun,Montgomery,AL
20190217COEAA,Handgun,Aurora,CO
20190214NMV.R,Handgun,Rio Rancho,NM
20190212MOCEK,Handgun,Kansas City,MO
20190208MDFRB,Handgun,Baltimore,MD
20190205MNMIM,Handgun,Minneapolis,MN
20190131TXATA,Handgun,Atascocita,TX
20190131TNMAM,Other,Memphis,TN
20190130GAMIL,Handgun,Lithonia,GA
20190127NVRER,Handgun,Reno,NV
20190125TNMAM,Other,Memphis,TN
20190125ALDAM,Handgun,Mobile,AL
20190123LASOS,unknown,Shreveport,LA
20190119KSLAO,Shotgun,Overland Park,KS
20190118NCSHD,unknown,Durham,NC
20190118MOHAS,Handgun,St. Louis,MO
20190118ALCET,Handgun,Tuscaloosa,AL
20190111ORCAE,Handgun,Eugene,OR
20190107CACEB,unknown,Belmont,CA
20181218DEAIG,Handgun,Greenville,DE
20181214MOWIK,Handgun,Kansas City,MO
20181213INDER,Handgun,Richmond,IN
20181213INDER,Rifle,Richmond,IN
20181211KYCAC,Other,Cawood,KY
20181210NYJEJ,Handgun,Jefferson,NY
20181128PASTP,unknown,Philadelphia,PA
20181124OHAFC,Handgun,Columbus,OH
20181122WAMOD,Handgun,Des Moines,WA
20181122TXSKD,Handgun,Dallas,TX
20181121MIPEP,Other,Pentwater,MI
20181120VASIP,Handgun,Portsmouth,VA
20181112MDEAE,Handgun,Essex,MD
20181109GAGAM,Handgun,Marietta,GA
20181108CACLS,unknown,Santa Barbara,CA
20181105SCACC,Other,Conway,SC
20181104KYCRL,Handgun,Louisville,KY
20181029NCBUM,Handgun,Matthews,NC
20181026FLSAO,Handgun,Ocala,FL
20181025MICOD,unknown,Detroit,MI
20181023NHGOM,Other,Manchester,NH
20181022CTDUB,Handgun,Bridgeport,CT
20181020GASHS,Handgun,Snellville,GA
20181013TNMCN,unknown,Nashville,TN
20181012MIBAB,unknown,Battle Creek,MI
20181007VAVAH,Handgun,Henrico,VA
20181005VALAN,Handgun,Norfolk,VA
20181005TNHAB,Handgun,Brownsville,TN
20181004ORJAP,Handgun,Portland,OR
20181003AKDEA,Handgun,Anchorage,AK
20181002ARCHL,Handgun,Little Rock,AR
20180928SDCHC,Handgun,Chamberlain,SD
20180927TXHEC,Handgun,Carrollton,TX
20180926MDMAB,Handgun,Baltimore,MD
20180924PACEP,Handgun,Philadelphia,PA
20180924NCLAC,Handgun,Charlotte,NC
20180924GAAPB,Handgun,Baxley,GA
20180920CAPOP,unknown,Pomona,CA
20180920CACHL,Handgun,Los Angeles,CA
20180917ALBLH,Handgun,Huntsville,AL
20180914WAMAE,Handgun,Everett,WA
20180914FLBOB,Handgun,Boynton Beach,FL
20180911NVCAL,Handgun,Las Vegas,NV
20180910TNFAM,unknown,Memphis,TN
20180910ILCHC,Handgun,Chicago,IL
20180909CAGIG,Handgun,Gilroy,CA
20180907IAHED,unknown,Des Moines,IA
20180905RIPRP,Handgun,Providence,RI
20180903NYLUN,Handgun,New York,NY
20180831IANOE,Handgun,Eldridge,IA
20180831CABAS,Handgun,San Francisco,CA
20180830NCVIC,Handgun,Charlotte,NC
20180830MIOTG,unknown,Grand Rapids,MI
20180829DETOD,unknown,Dover,DE
20180828COCOD,Handgun,Denver,CO
20180824ILMEC,unknown,Chicago,IL
20180824FLRAJ,Handgun,Jacksonville,FL
20180823ALALM,Handgun,Montgomery,AL
20180817FLPAW,Handgun,Wellington,FL
20180811TNANN,Handgun,Nashville,TN
20180809NJLAM,unknown,Millville,NJ
20180804MDEDE,unknown,Edgewood,MD
20180803IALIO,Handgun,Ottumwa,IA
20180719WAWEY,unknown,Yakima,WA
20180717WVHUH,Handgun,Hurricane,WV
20180711OHMIM,unknown,Maple Heights,OH
20180703KSSUO,Handgun,Overland,KS
20180701TNRAM,unknown,Memphis,TN
20180625OHFUS,Handgun,Springfield,OH
20180624MTSEM,Handgun,Missoula,MT
20180621TXSKD,unknown,Dallas,TX
20180617ORGRP,unknown,Portland,OR
20180615OHVAB,unknown,Beaver Creek,OH
20180601TXMCM,unknown,McKinney,TX
20180525INNON,Handgun,Noblesville,IN
20180525INNON,Handgun,Noblesville,IN
20180521GABEG,unknown,Griffin,GA
20180518TXSAS,Handgun,Santa Fe,TX
20180518TXSAS,Shotgun,Santa Fe,TX
20180518GAMOA,Handgun,Atlanta,GA
20180517MOCEK,Handgun,Kansas City,MO
20180516ILDID,Rifle,Dixon,IL
20180511CAHIP,Rifle,Palmdale,CA
20180505MIFOF,Handgun,Fowlerville,MI
20180503TNWAW,unknown,Waynesboro,TN
20180503SDENW,unknown,Waubay,SD
20180425NMHIA,Handgun,Albuquerque,NM
20180423GABEA,Handgun,Atlanta,GA
20180420FLFOO,Shotgun,Ocala,FL
20180419MIJAJ,Handgun,Jackson,MI
20180412MORAR,Handgun,Rayton,MO
20180409NYGLG,Handgun,Gloversville,NY
20180329KYJOE,Handgun,Elizabethtown,KY
20180328MSEUE,Handgun,Eupora,MS
20180320MDGRG,Handgun,Great Mills,MD
20180319VADOP,unknown,Portsmouth,VA
20180316MTBIM,Handgun,Missoula,MT
20180313VAGEA,Handgun,Alexandria,VA
20180313CASES,Handgun,Seaside,CA
20180309KYFRL,Handgun,Lexington,KY
20180307ALHUB,Handgun,Birmingham,AL
20180305MOKIC,unknown,Cadet,MO
20180228GADAD,Handgun,Dalton,GA
20180226WAOAT,Handgun,Tacoma,WA
20180220OHJAM,Rifle,Massillon,OH
20180215FLNOC,Handgun,Coconut Creek,FL
20180214FLMAP,Rifle,Parkland,FL
20180209TNPEN,Handgun,Nashville,TN
20180208NYTHN,Handgun,New York,NY
20180205MNHAM,Handgun,Maplewood,MN
20180205MDOXO,Handgun,Oxon Hill,MD
20180201CASAL,Handgun,Los Angeles,CA
20180131PALIP,unknown,Philadelphia,PA
20180126MIDED,unknown,Dearborn,MI
20180125ALMUM,Handgun,Mobile,AL
20180123KYMAB,Handgun,Benton,KY
20180122TXITI,Handgun,Italy,TX
20180122LANEN,unknown,New Orleans,LA
20180116VTMOM,Handgun,Montpelier,VT
20180109AZCOS,Handgun,Sierra Vista,AZ
20180105IAFOF,Other,Forest City,IA
20180104WANES,unknown,Seattle,WA
20171231WAPIM,unknown,Marysville,WA
20171231LAEDA,unknown,Algiers,LA
20171227CALIL,Handgun,Lancaster,CA
20171219MIBEB,Handgun,Beecher,MI
20171214TXELD,Handgun,Dallas,TX
20171212TXSAP,unknown,Pasadena,TX
20171211NCHIH,Handgun,High Point,NC
20171209ILCHC,Handgun,Champaign,IL
20171207NMAZA,Handgun,Aztec,NM
20171130VASAV,unknown,Virginia Beach,VA
20171129OHBAL,Handgun,Lima,OH
20171128CABOS,Shotgun,San Jose,CA
20171123COMAD,unknown,Denver,CO
20171117TNNOJ,unknown,Jackson,TN
20171114FLLAM,Handgun,Minneola,FL
20171114CARAR,Handgun,Rancho Tehama Reserve,CA
20171114CARAR,Handgun,Rancho Tehama Reserve,CA
20171114CARAR,Rifle,Rancho Tehama Reserve,CA
20171114CARAR,Rifle,Rancho Tehama Reserve,CA
20171110GALAM,Handgun,Milledgeville,GA
20171109GABEC,Handgun,College Park,GA
20171103MIPAL,Handgun,Lansing,MI
20171027NYPRU,unknown,Utica,NY
20171020OHSTT,Handgun,Toledo,OH
20171014NCKEK,Handgun,Kernersville,NC
20171012NCCHC,Handgun,Charlotte,NC
20170930PAPUC,Handgun,Commodore,PA
20170929MOLEL,unknown,Lees Summit,MO
20170929CASUL,Other,Los Angeles,CA
20170928KYSOL,unknown,Lexington,KY
20170920ILMAM,Handgun,Mattoon,IL
20170913WAFRR,Handgun,Rockford,WA
20170913WAFRR,Rifle,Rockford,WA
20170908OHCOC,Handgun,Columbus,OH
20170908ARNON,unknown,North Little Rock,AR
20170831CAARS,Handgun,San Bernardino,CA
20170817GALIL,unknown,Lithia Springs,GA
20170813NYHUH,unknown,Hudson,NY
20170801GABAV,Handgun,Valdosta,GA
20170721UTSPS,Handgun,Spanish Fork,UT
20170719WIHIM,Handgun,Milwaukee,WI
20170622SCWIF,Handgun,Florence,SC
20170616ILWAC,Handgun,Chicago,IL
20170526OKMCT,Handgun,Tulsa,OK
20170524NEMCO,unknown,Omaha,NE
20170524ALGRG,Handgun,Greensboro,AL
20170523TXKEK,Handgun,Kirbyville,TX
20170515LAMOL,Handgun,Lake Charles,LA
20170415ORMEP,Handgun,Portland,OR
20170415OKBOT,unknown,Tulsa,OK
20170410CANOS,Handgun,San Bernardino,CA
20170328PALIP,Handgun,Penn Hills,PA
20170321CAKIK,Handgun,King City,CA
20170316ALROM,Handgun,Montgomery,AL
20170218MNMAM,Handgun,Maplewood,MN
20170206LASCB,Handgun,Baton Rouge,LA
20170127SCSOA,Handgun,Aiken,SC
20170127ILSCN,Handgun,Naperville,IL
20170120OHWEW,Shotgun,West Liberty,OH
20170117FLFRE,unknown,Eastpoint,FL
20170110ALALA,Handgun,Alexander City,AL
20170101DELAH,Handgun,Harrington,DE
20161216FLSAJ,Other,Jacksonville,FL
20161209NVHUR,Handgun,Reno,NV
20161209MOBAS,Handgun,St. Louis,MO
20161201UTMUB,Shotgun,Bountiful,UT
20161117MNCRS,Handgun,St. Paul,MN
20161111MIBAA,Handgun,Auburn,MI
20161103COBEB,unknown,Berthoud,CO
20161102COGRG,unknown,Grand Junction,CO
20161025UTUNS,Handgun,Sandy,UT
20161018CAJUS,unknown,San Francisco,CA
20161015GABEA,unknown,Atlanta,GA
20161013OHLIC,Multiple Handguns,Columbus,OH
20161011ALVIM,unknown,Mobile,AL
20161006TXDUF,unknown,Fort Worth,TX
20160930ILCHC,unknown,Chicago,IL
20160928TNSYP,Handgun,Pleasant View,TN
20160928SCTOT,Handgun,Townville,SC
20160927OHELC,Rifle,Cincinnati,OH
20160926MSTAJ,Handgun,Jackson,MS
20160909PASMY,Handgun,York,PA
20160909IACEC,Handgun,Cedar Rapids,IA
20160908TXALA,Handgun,Alpine,TX
20160907MIDED,unknown,Detroit,MI
20160902OKMCT,Handgun,Tulsa,OK
20160819FLSOM,Handgun,Miami,FL
20160817OHWEC,Handgun,Columbus,OH
20160725MOAVA,Handgun,Ava,MO
20160630CAWOH,unknown,Hanford,CA
20160616ILMCC,unknown,Chicago,IL
20160608MAJED,unknown,Dorchester,MA
20160515KSAUA,Handgun,Augusta,KS
20160513SCSOG,Handgun,Greenville,SC
20160506IDROT,Handgun,Twin Falls,ID
20160506FLOSP,Handgun,Panama City,FL
20160505MDHIB,Handgun,Beltsville,MD
20160504COEAP,Handgun,Pueblo,CO
20160502TXKID,Handgun,Dallas,TX
20160423WIANA,Rifle,Antigo,WI
20160315ALHUB,Handgun,Birmingham,AL
20160229OHMAM,Handgun,Middletown,OH
20160226TXPAP,Handgun,Palestine,TX
20160217PACHC,Handgun,Chester,PA
20160217FLROH,Handgun,Homosassa,FL
20160212AZING,Handgun,Glendale,AZ
20160209MIMUM,Handgun,Muskegon Heights,MI
20160129PABEP,Handgun,Philadelphia,PA
20160122INLAI,Handgun,Indianapolis,IN
20160120INNOI,Handgun,Indianapolis,IN
20160113ARHAB,Handgun,Benton,AR
20160112DECED,Handgun,Dover,DE
20151204KSWEW,Handgun,Wichita,KS
20151120FLNAM,Handgun,Miami,FL
20151111ARSUS,Handgun,Sulphur Rock,AR
20151105GAVEM,Handgun,Moultrie,GA
20151024TXEDS,unknown,San Antonio,TX
20151015TXKAS,Handgun,San Antonio,TX
20150930SDHAH,Handgun,Harrisburg,SD
20150922NCCES,Handgun,Stateville,NC
20150911LANOL,unknown,Lafayette,LA
20150903ORNEN,unknown,Newberg,OR
20150825GAWSA,Handgun,Augusta,GA
20150823TXWIR,Handgun,Richmond,TX
20150808TXPAP,Handgun,Paradise,TX
20150724TXELC,Handgun,Converse,TX
20150705TXCOD,Handgun,Dallas,TX
20150629TXJOS,Handgun,San Antonio,TX
20150627CTSAH,unknown,Hartford,CT
20150623NEFOF,Handgun,Fort Calhoun,NE
20150604NCSOF,Multiple Handguns,Franklin,NC
20150527FLEVE,Handgun,Everglades City,FL
20150524MISOF,unknown,Flint,MI
20150521FLDUJ,Handgun,Jacksonville,FL
20150520TXROR,unknown,Robinson,TX
20150512FLUNJ,Handgun,Jacksonville,FL
20150512AZCOT,Handgun,Tempe,AZ
20150505GACOC,Handgun,Conyers,GA
20150504OHWIC,unknown,Cleveland,OH
20150428MDDRW,Handgun,Waldorf,MD
20150427WANOL,Handgun,Lacey,WA
20150422NVRUL,Handgun,Las Vegas,NV
20150417TXSES,unknown,Seguin,TX
20150330MOPEU,unknown,University City,MO
20150215CATEM,unknown,Merced,CA
20150215ARLAL,unknown,Little Rock,AR
20150204MDFRF,Handgun,Frederick,MD
20150126MNHAR,Handgun,Roseville,MN
20150122SCROH,Handgun,Hardeeville,SC
20150120ALWIM,Handgun,Mobile,AL
20150116FLVAO,Handgun,Ocala,FL
20150115WIWIM,Handgun,Milwaukee,WI
20141217MIGOW,Handgun,Wyoming,MI
20141217MEBEW,Handgun,Waterville,ME
20141216PASUP,unknown,Pittsburgh,PA
20141212ORROP,Handgun,Portland,OR
20141120FLMIM,Handgun,Miami,FL
20141024WAMAM,Handgun,Marysville,WA
20141024GALAA,Handgun,Atlanta,GA
20141021TNAMM,Handgun,Memphis,TN
20141003GALAF,Handgun,Fairburn,GA
20140930NCALA,Handgun,Albemarle,NC
20140930KYFEL,Handgun,Louisville,KY
20140925NHWEM,Other,Manchester,NH
20140919IANOD,Shotgun,Des Moines,IA
20140911UTWET,Handgun,Taylorsville,UT
20140910FLGRL,Handgun,Lake Mary,FL
20140909FLSTM,unknown,Miami,FL
20140814VASAN,Shotgun,Newport News,VA
20140813MDHEF,unknown,Fredrick,MD
20140623MOKEB,Handgun,Benton,MO
20140610ORRET,Handgun,Troutdale,OR
20140610ORRET,Rifle,Troutdale,OR
20140521WICLM,Handgun,Milwaukee,WI
20140514CAJOR,unknown,Richmond,CA
20140503WAHOE,unknown,Everett,WA
20140421UTPRP,Handgun,Provo,UT
20140421INSTG,unknown,Griffith,IN
20140411MIEAD,unknown,Detroit,MI
20140410OHLIC,Handgun,Columbus,OH
20140409NCDHG,Handgun,Greenville,NC
20140403NJUNN,unknown,Newark,NJ
20140325GABEC,Handgun,College Park,GA
20140312FLACM,Handgun,Miami,FL
20140307LAMAT,Handgun,Tallulah,LA
20140220MIRAR,Handgun,Raytown,MI
20140211OHCHL,Handgun,Lyndhurt,OH
20140210NCSAS,Handgun,Salisbury,NC
20140207ORBEB,Rifle,Bend,OR
20140131IANOD,unknown,Des Moines,IA
20140131AZCEP,unknown,Phoenix,AZ
20140128HIPRH,Handgun,Honolulu,HI
20140127ILREC,Handgun,Carbondale,IL
20140117PADEP,Handgun,Philadelphia,PA
20140114PAKIL,Handgun,Lancaster,PA
20140114NMBER,Shotgun,Roswell,NM
20140114LASTB,Handgun,Baton Rouge,LA
20140113CTHIN,Handgun,New Haven,CT
20140109TNLIJ,Handgun,Jackson,TN
20131219CAEDF,Handgun,Fresno,CA
20131213COARC,Shotgun,Centennial,CO
20131204FLWEW,Handgun,Winter Garden,FL
20131113PABRP,Handgun,Pittsburgh,PA
20131103GASTL,unknown,Lithonia,GA
20131101IAALA,unknown,Algona,IA
20131023CANEC,Rifle,Chino,CA
20131021NVSPS,Handgun,Sparks,NV
20131015TXLAA,Handgun,Austin,TX
20131004FLAGP,unknown,Pine Hills,FL
20131002NHWIS,Other,Sanbornton,NH
20130928MENEG,unknown,Gray,ME
20130927ILROC,Handgun,Chicago,IL
20130830NCCAW,Handgun,Winston-Salem,NC
20130823MSNOS,unknown,Sardis,MS
20130822TNWEM,Handgun,Memphis,TN
20130820GAROD,Rifle,Decatur,GA
20130815TNNOC,Handgun,Clarksville,TN
20130619FLALW,Handgun,West Palm Beach,FL
20130618NCHIC,Multiple Handguns,Charlotte,NC
20130523FLREH,Handgun,Homestead,FL
20130513ALOSB,Handgun,Birmingham,AL
20130430NMTUT,Rifle,Tularosa,NM
20130429OHLAC,Handgun,Cincinnati,OH
20130416TXTET,Handgun,Temple,TX
20130321MIDAS,Handgun,Southgate,MI
20130227GAGRA,Handgun,Atlanta,GA
20130213CAHIS,Handgun,San Leandro,CA
20130201MIMAD,Handgun,Detroit,MI
20130131GAPRA,Handgun,Atlanta,GA
20130131GAPRA,Handgun,Atlanta,GA
20130111MIOSD,unknown,Detroit,MI
20130110CATAT,Shotgun,Taft,CA
20130107FLAPF,unknown,Fort Myers,FL
20121214CTSAN,Handgun,Newtown,CT
20121214CTSAN,Handgun,Newtown,CT
20121214CTSAN,Rifle,Newtown,CT
20121214CTSAN,Shotgun,Newtown,CT
20121210TXSPH,Handgun,Houston,TX
20121019ILBAC,unknown,Chicago,IL
20121012NDFAF,Handgun,Fairmont,ND
20120926OKSTS,Handgun,Stillwater,OK
20120907ILNON,Handgun,Normal,IL
20120827MDPEP,Shotgun,Perry Hall,MD
20120824GABAH,Handgun,Homer,GA
20120816TNHAM,unknown,Memphis,TN
